,posted
27679,2014-10-21
27680,2016-05-01
27681,2016-01-08
27682,2014-08-15
27683,2015-08-27
27684,2014-08-15
27685,2014-08-21
27686,2014-12-16
27687,2014-03-08
27688,2015-02-27
27689,2013-12-20
27690,2016-06-04
27691,2016-05-26
27692,2014-10-10
27693,2015-11-18
27694,2015-09-29
27695,2013-12-15
27696,2015-08-30
27697,2013-12-27
27698,2013-12-06
27699,2013-12-06
27700,2015-10-10
27701,2015-09-21
27702,2014-02-18
27703,2016-06-25
27704,2015-03-29
27705,2015-04-16
27706,2015-04-16
27707,2015-04-16
27708,2015-04-16
27709,2015-06-21
27710,2015-06-19
27711,2015-06-17
27712,2015-04-24
27713,2014-11-05
27714,2014-01-25
27715,2015-12-20
27716,2015-11-30
27717,2015-11-22
27718,2015-11-20
27719,2015-11-11
27720,2015-09-29
27721,2015-05-29
27722,2015-04-13
27723,2014-06-28
27724,2014-09-06
27725,2015-06-30
27726,2016-03-08
27727,2015-07-14
27728,2014-10-16
27729,2012-07-21
27730,2015-07-18
27731,2015-07-15
27732,2015-04-24
27733,2014-09-20
27734,2014-03-14
27735,2014-06-23
27736,2016-06-29
27737,2016-06-29
27738,2016-06-29
27739,2016-01-09
27740,2014-06-24
27741,2015-11-21
27742,2015-09-18
27743,2015-01-28
27744,2014-06-19
27745,2015-10-25
27746,2015-11-01
27747,2016-01-29
27748,2015-12-19
27749,2014-05-16
27750,2015-09-13
27751,2014-04-11
27752,2015-10-20
27753,2015-11-23
27754,2014-07-28
27755,2013-11-25
27756,2011-11-03
27757,2011-11-03
27758,2016-01-12
27759,2013-06-02
27760,2012-07-12
27761,2011-12-27
27762,2011-11-03
27763,2011-06-27
27764,2016-03-09
27765,2016-07-09
27766,2016-07-09
27767,2016-07-19
27768,2016-07-09
27769,2014-09-19
27770,2016-01-04
27771,2015-04-29
27772,2014-04-11
27773,2014-02-20
27774,2014-09-13
27775,2015-05-14
27776,2015-09-11
27777,2015-10-19
27778,2016-09-17
27779,2014-01-07
27780,2013-12-16
27781,2013-12-06
27782,2013-12-15
27783,2014-07-25
27784,2016-04-30
27785,2016-07-30
27786,2015-10-09
27787,2015-09-30
27788,2013-12-01
27789,2016-08-31
27790,2014-01-25
27791,2013-10-07
27792,2015-08-14
27793,2015-08-07
27794,2014-07-26
27795,2012-12-08
27796,2012-11-07
27797,2014-09-29
27798,2014-09-29
27799,2013-12-25
27800,2014-04-19
27801,2015-06-12
27802,2013-12-08
27803,2016-03-19
27804,2016-05-07
27805,2016-04-01
27806,2015-12-26
27807,2014-10-17
27808,2014-07-23
27809,2013-06-22
27810,2014-01-16
27811,2014-03-12
27812,2014-02-07
27813,2014-01-31
27814,2013-12-02
27815,2013-11-22
27816,2013-11-22
27817,2013-08-09
27818,2012-12-03
27819,2012-08-14
27820,2013-12-12
27821,2014-06-08
27822,2014-01-12
27823,2013-12-21
27824,2013-11-27
27825,2014-09-12
27826,2015-01-09
27827,2015-11-22
27828,2014-06-29
27829,2014-02-07
27830,2014-05-10
27831,2016-05-08
27832,2013-12-16
27833,2013-12-04
27834,2016-09-17
27835,2016-09-08
27836,2016-04-25
27837,2012-03-17
27838,2016-08-05
27839,2016-06-09
27840,2015-08-13
27841,2015-08-11
27842,2015-05-27
27843,2015-01-12
27844,2016-01-19
27845,2016-06-11
27846,2013-12-27
27847,2016-06-01
27848,2016-03-07
27849,2014-12-21
27850,2015-01-18
27851,2014-09-02
27852,2016-08-02
27853,2014-04-25
27854,2014-04-19
27855,2015-01-16
27856,2014-06-12
27857,2013-09-25
27858,2012-06-02
27859,2016-02-15
27860,2016-05-02
27861,2014-04-25
27862,2014-01-17
27863,2014-06-22
27864,2014-01-17
27865,2016-01-08
27866,2015-11-25
27867,2015-04-11
27868,2014-12-13
27869,2014-04-13
27870,2014-04-13
27871,2014-01-24
27872,2015-08-01
27873,2015-01-23
27874,2015-10-02
27875,2015-05-19
27876,2015-04-20
27877,2015-03-29
27878,2013-12-12
27879,2015-05-23
27880,2015-05-23
27881,2013-11-26
27882,2015-06-19
27883,2015-05-24
27884,2015-05-04
27885,2015-11-24
27886,2016-09-05
27887,2015-12-17
27888,2015-09-07
27889,2016-07-30
27890,2014-12-28
27891,2014-12-17
27892,2012-11-09
27893,2012-03-21
27894,2015-04-07
27895,2015-01-24
27896,2016-07-21
27897,2014-07-12
27898,2015-05-05
27899,2015-05-05
27900,2016-09-05
27901,2015-05-05
27902,2015-05-05
27903,2015-05-05
27904,2015-05-05
27905,2014-06-14
27906,2016-08-12
27907,2016-03-22
27908,2015-09-11
27909,2015-10-29
27910,2015-04-07
27911,2014-06-20
27912,2014-08-30
27913,2014-08-05
27914,2014-08-05
27915,2014-08-05
27916,2015-09-02
27917,2014-12-19
27918,2014-11-26
27919,2013-04-02
27920,2015-11-26
27921,2015-05-05
27922,2016-09-14
27923,2016-07-25
27924,2016-09-05
27925,2016-01-22
27926,2016-07-03
27927,2013-12-14
27928,2014-03-01
27929,2014-06-21
27930,2014-06-25
27931,2014-05-02
27932,2014-06-21
27933,2015-07-22
27934,2015-06-21
27935,2013-12-26
27936,2014-03-03
27937,2013-12-13
27938,2015-07-27
27939,2014-08-02
27940,2016-06-17
27941,2014-01-24
27942,2015-06-12
27943,2014-10-15
27944,2015-03-01
27945,2016-07-11
27946,2015-03-07
27947,2011-12-27
27948,2015-10-07
27949,2015-07-11
27950,2015-06-08
27951,2015-04-02
27952,2015-02-12
27953,2015-01-16
27954,2014-07-07
27955,2016-05-29
27956,2015-08-31
27957,2015-06-10
27958,2016-07-08
27959,2012-11-06
27960,2012-12-06
27961,2011-10-20
27962,2011-10-20
27963,2011-10-20
27964,2011-10-03
27965,2015-10-25
27966,2015-06-30
27967,2015-10-31
27968,2016-05-16
27969,2016-02-02
27970,2013-12-21
27971,2014-12-15
27972,2014-07-30
27973,2014-06-03
27974,2014-12-23
27975,2013-12-06
27976,2013-02-21
27977,2016-08-25
27978,2014-11-28
27979,2015-11-09
27980,2015-11-09
27981,2015-06-14
27982,2014-12-30
27983,2014-03-08
27984,2013-12-07
27985,2014-02-25
27986,2013-12-23
27987,2014-06-08
27988,2013-12-13
27989,2014-07-29
27990,2013-12-03
27991,2014-03-24
27992,2016-06-30
27993,2014-07-10
27994,2014-06-29
27995,2014-05-26
27996,2014-04-05
27997,2014-01-11
27998,2013-12-16
27999,2014-05-22
28000,2014-05-25
28001,2014-12-26
28002,2013-06-08
28003,2015-02-02
28004,2016-06-08
28005,2014-09-10
28006,2013-12-13
28007,2014-12-05
28008,2014-09-26
28009,2014-06-28
28010,2014-02-13
28011,2015-06-11
28012,2014-11-23
28013,2014-08-24
28014,2014-07-31
28015,2014-06-22
28016,2013-12-28
28017,2015-01-01
28018,2015-01-05
28019,2015-10-22
28020,2014-08-05
28021,2016-02-16
28022,2015-03-31
28023,2016-08-14
28024,2016-07-26
28025,2014-07-12
28026,2013-12-20
28027,2015-09-01
28028,2016-01-22
28029,2015-12-09
28030,2016-01-22
28031,2016-02-26
28032,2012-10-09
28033,2015-07-20
28034,2015-06-20
28035,2014-12-22
28036,2014-07-19
28037,2014-01-07
28038,2014-06-22
28039,2014-04-24
28040,2013-12-21
28041,2014-07-10
28042,2013-12-26
28043,2014-06-27
28044,2015-10-25
28045,2014-04-07
28046,2014-08-19
28047,2016-06-12
28048,2014-12-26
28049,2015-07-13
28050,2014-09-25
28051,2014-06-29
28052,2014-01-07
28053,2014-03-16
28054,2014-01-01
28055,2013-11-30
28056,2014-02-19
28057,2015-10-22
28058,2016-08-03
28059,2016-07-03
28060,2016-04-12
28061,2014-12-31
28062,2015-03-24
28063,2014-12-10
28064,2014-11-11
28065,2016-02-18
28066,2015-11-01
28067,2016-03-12
28068,2013-11-27
28069,2014-09-22
28070,2015-12-12
28071,2015-12-18
28072,2016-06-24
28073,2016-01-16
28074,2015-12-20
28075,2014-07-27
28076,2015-12-30
28077,2016-03-10
28078,2015-06-03
28079,2015-04-28
28080,2015-04-26
28081,2013-01-16
28082,2014-01-18
28083,2015-10-29
28084,2014-09-23
28085,2014-12-18
28086,2014-07-21
28087,2015-05-01
28088,2014-12-25
28089,2015-08-06
28090,2015-08-14
28091,2015-08-12
28092,2014-06-21
28093,2014-06-10
28094,2016-04-28
28095,2016-06-04
28096,2016-07-08
28097,2015-11-23
28098,2015-06-21
28099,2015-11-06
28100,2011-09-10
28101,2015-09-26
28102,2015-07-10
28103,2016-04-16
28104,2015-04-21
28105,2014-12-21
28106,2016-06-14
28107,2014-05-16
28108,2014-02-20
28109,2014-03-28
28110,2013-04-18
28111,2013-04-02
28112,2013-01-02
28113,2014-05-28
28114,2016-05-31
28115,2015-07-24
28116,2016-06-25
28117,2015-11-08
28118,2015-12-14
28119,2015-12-14
28120,2016-07-24
28121,2014-11-20
28122,2016-08-24
28123,2014-06-26
28124,2015-08-31
28125,2014-09-19
28126,2016-02-25
28127,2015-11-26
28128,2014-03-28
28129,2015-03-16
28130,2015-11-19
28131,2014-10-01
28132,2014-03-28
28133,2014-01-08
28134,2015-09-28
28135,2015-03-02
28136,2014-03-08
28137,2015-01-30
28138,2015-10-21
28139,2013-12-13
28140,2015-05-12
28141,2014-12-20
28142,2015-01-19
28143,2014-12-20
28144,2015-01-19
28145,2014-03-07
28146,2015-01-31
28147,2015-07-02
28148,2014-02-20
28149,2015-04-22
28150,2016-08-13
28151,2016-08-09
28152,2016-02-16
28153,2016-04-28
28154,2015-05-30
28155,2014-12-27
28156,2014-11-06
28157,2014-04-04
28158,2014-11-30
28159,2016-08-17
28160,2015-03-26
28161,2015-03-23
28162,2014-09-28
28163,2015-02-27
28164,2013-09-23
28165,2013-01-16
28166,2013-12-02
28167,2016-03-12
28168,2016-07-19
28169,2015-05-17
28170,2016-03-13
28171,2014-06-27
28172,2015-02-26
28173,2014-12-13
28174,2014-06-27
28175,2014-06-12
28176,2014-05-29
28177,2014-06-14
28178,2014-12-01
28179,2016-07-06
28180,2015-03-04
28181,2015-06-13
28182,2014-04-30
28183,2016-06-07
28184,2015-08-20
28185,2014-07-25
28186,2014-04-30
28187,2014-04-30
28188,2016-02-25
28189,2015-06-16
28190,2015-06-16
28191,2015-06-16
28192,2015-06-16
28193,2014-06-09
28194,2015-12-08
28195,2016-09-14
28196,2013-11-29
28197,2015-04-30
28198,2015-12-14
28199,2013-12-20
28200,2014-06-29
28201,2015-03-26
28202,2015-07-24
28203,2015-06-22
28204,2014-05-24
28205,2014-04-23
28206,2014-09-21
28207,2014-07-15
28208,2014-11-01
28209,2014-08-08
28210,2014-06-13
28211,2015-11-13
28212,2014-02-17
28213,2015-05-15
28214,2014-06-27
28215,2013-12-13
28216,2013-11-29
28217,2014-07-03
28218,2016-07-30
28219,2016-07-30
28220,2016-07-30
28221,2015-05-11
28222,2014-03-16
28223,2014-06-24
28224,2011-07-06
28225,2011-07-06
28226,2011-07-06
28227,2016-04-04
28228,2014-06-19
28229,2014-11-17
28230,2013-12-11
28231,2015-10-30
28232,2013-11-28
28233,2014-05-28
28234,2015-09-13
28235,2014-05-22
28236,2014-05-18
28237,2014-04-19
28238,2014-02-17
28239,2014-09-29
28240,2014-04-14
28241,2015-12-28
28242,2015-01-10
28243,2013-10-18
28244,2014-10-24
28245,2014-10-08
28246,2015-11-17
28247,2015-02-16
28248,2016-02-04
28249,2016-09-03
28250,2016-03-26
28251,2016-03-25
28252,2015-10-25
28253,2014-03-15
28254,2014-03-15
28255,2014-03-15
28256,2016-08-28
28257,2016-03-11
28258,2015-11-09
28259,2013-04-17
28260,2016-01-20
28261,2016-03-01
28262,2015-12-07
28263,2015-10-11
28264,2014-04-26
28265,2015-11-15
28266,2015-01-07
28267,2014-10-07
28268,2015-05-28
28269,2014-02-05
28270,2014-10-04
28271,2014-10-04
28272,2014-06-22
28273,2014-07-12
28274,2014-05-02
28275,2013-12-24
28276,2016-07-09
28277,2015-10-07
28278,2016-06-25
28279,2015-05-05
28280,2016-05-14
28281,2015-02-25
28282,2016-01-30
28283,2014-08-22
28284,2014-07-22
28285,2014-08-22
28286,2014-07-22
28287,2014-05-08
28288,2013-11-27
28289,2015-04-12
28290,2014-09-22
28291,2014-04-03
28292,2015-12-21
28293,2014-10-04
28294,2013-12-04
28295,2013-05-28
28296,2012-11-23
28297,2016-04-13
28298,2015-08-01
28299,2014-08-08
28300,2015-07-17
28301,2014-11-24
28302,2016-04-01
28303,2016-01-01
28304,2013-11-07
28305,2016-08-27
28306,2016-01-21
28307,2014-11-10
28308,2015-02-21
28309,2013-12-14
28310,2015-03-27
28311,2015-03-24
28312,2015-01-27
28313,2015-01-12
28314,2015-01-03
28315,2014-12-16
28316,2014-01-18
28317,2013-12-11
28318,2013-06-25
28319,2015-03-02
28320,2014-10-12
28321,2016-05-08
28322,2015-02-14
28323,2013-12-30
28324,2013-12-17
28325,2016-03-12
28326,2014-05-27
28327,2015-02-20
28328,2013-04-19
28329,2014-09-05
28330,2014-11-05
28331,2014-10-30
28332,2014-06-27
28333,2014-05-20
28334,2015-08-14
28335,2015-12-04
28336,2016-09-15
28337,2016-09-09
28338,2013-10-31
28339,2016-03-04
28340,2016-03-04
28341,2015-02-23
28342,2016-03-03
28343,2016-02-22
28344,2014-08-05
28345,2014-07-23
28346,2014-02-11
28347,2015-08-20
28348,2015-08-10
28349,2013-11-29
28350,2014-05-14
28351,2014-02-22
28352,2015-06-20
28353,2015-07-30
28354,2014-06-30
28355,2015-03-26
28356,2016-06-29
28357,2016-07-20
28358,2015-05-22
28359,2015-10-30
28360,2015-12-12
28361,2014-05-17
28362,2014-10-18
28363,2014-06-13
28364,2015-10-18
28365,2014-06-24
28366,2012-12-07
28367,2014-11-13
28368,2015-10-31
28369,2015-12-24
28370,2015-12-23
28371,2015-12-30
28372,2015-12-25
28373,2012-08-16
28374,2015-11-21
28375,2015-02-15
28376,2015-04-03
28377,2014-08-27
28378,2015-10-13
28379,2014-06-07
28380,2016-08-12
28381,2016-06-21
28382,2014-12-20
28383,2014-08-04
28384,2013-12-01
28385,2014-07-26
28386,2015-04-08
28387,2015-08-30
28388,2015-03-19
28389,2016-01-25
28390,2016-05-22
28391,2015-01-20
28392,2015-01-20
28393,2015-01-20
28394,2015-01-30
28395,2014-06-28
28396,2014-04-21
28397,2016-06-24
28398,2015-06-30
28399,2015-06-30
28400,2015-05-07
28401,2016-03-30
28402,2015-09-22
28403,2015-06-30
28404,2015-06-30
28405,2015-06-30
28406,2015-06-30
28407,2015-06-30
28408,2015-12-31
28409,2014-06-21
28410,2015-05-14
28411,2015-04-28
28412,2014-11-29
28413,2013-11-29
28414,2016-09-02
28415,2015-06-22
28416,2015-06-19
28417,2014-01-29
28418,2016-04-01
28419,2016-05-14
28420,2014-05-23
28421,2015-06-06
28422,2014-11-06
28423,2015-06-06
28424,2015-03-19
28425,2015-03-18
28426,2015-03-16
28427,2015-03-13
28428,2015-03-08
28429,2015-03-07
28430,2014-11-01
28431,2014-08-18
28432,2015-02-20
28433,2015-06-23
28434,2012-08-10
28435,2012-07-14
28436,2011-12-27
28437,2015-02-22
28438,2015-04-25
28439,2015-01-31
28440,2013-11-25
28441,2013-12-26
28442,2016-06-20
28443,2015-08-30
28444,2014-11-08
28445,2014-03-12
28446,2015-07-06
28447,2014-05-03
28448,2015-06-20
28449,2015-02-27
28450,2015-02-16
28451,2014-05-31
28452,2014-04-29
28453,2014-10-21
28454,2014-03-21
28455,2014-02-14
28456,2013-12-06
28457,2013-03-09
28458,2013-12-22
28459,2015-10-06
28460,2014-09-08
28461,2015-12-23
28462,2015-10-25
28463,2015-09-23
28464,2016-08-31
28465,2015-11-20
28466,2015-11-03
28467,2015-10-30
28468,2015-10-23
28469,2015-10-21
28470,2015-10-17
28471,2015-07-21
28472,2015-08-03
28473,2014-06-20
28474,2014-06-29
28475,2015-01-01
28476,2015-01-01
28477,2015-01-01
28478,2014-11-24
28479,2014-07-08
28480,2015-09-11
28481,2014-02-09
28482,2016-07-03
28483,2016-06-14
28484,2014-03-24
28485,2014-07-04
28486,2013-11-30
28487,2014-01-15
28488,2014-05-01
28489,2015-12-28
28490,2014-08-29
28491,2015-01-26
28492,2016-01-09
28493,2015-03-28
28494,2014-06-25
28495,2014-02-14
28496,2014-05-17
28497,2014-05-15
28498,2014-10-06
28499,2015-01-20
28500,2013-12-26
28501,2014-01-24
28502,2015-09-05
28503,2015-12-21
28504,2014-03-29
28505,2014-08-26
28506,2013-07-16
28507,2013-05-09
28508,2015-01-27
28509,2014-06-22
28510,2015-02-13
28511,2015-08-15
28512,2016-02-01
28513,2016-07-09
28514,2016-08-10
28515,2016-07-21
28516,2015-09-20
28517,2015-05-06
28518,2014-01-07
28519,2016-01-31
28520,2015-02-24
28521,2016-04-16
28522,2015-12-27
28523,2012-07-06
28524,2014-11-15
28525,2015-05-29
28526,2014-02-13
28527,2014-01-19
28528,2014-03-19
28529,2013-05-28
28530,2015-09-01
28531,2014-06-07
28532,2014-07-01
28533,2016-09-15
28534,2016-09-01
28535,2016-05-01
28536,2016-09-18
28537,2016-08-18
28538,2016-08-09
28539,2015-07-19
28540,2014-12-28
28541,2014-11-24
28542,2014-02-14
28543,2014-07-01
28544,2014-11-03
28545,2014-11-02
28546,2016-01-20
28547,2014-07-25
28548,2014-06-21
28549,2014-06-30
28550,2015-09-27
28551,2015-12-12
28552,2015-05-12
28553,2016-04-21
28554,2013-03-17
28555,2015-06-09
28556,2015-06-23
28557,2015-04-14
28558,2015-01-10
28559,2015-07-05
28560,2015-02-04
28561,2015-11-16
28562,2015-11-30
28563,2015-01-01
28564,2014-07-08
28565,2016-05-11
28566,2015-06-13
28567,2015-12-21
28568,2014-06-23
28569,2014-07-26
28570,2014-04-12
28571,2014-10-06
28572,2014-02-11
28573,2013-12-06
28574,2013-10-19
28575,2013-08-10
28576,2014-04-10
28577,2013-01-28
28578,2016-01-15
28579,2014-06-25
28580,2015-05-05
28581,2015-07-14
28582,2013-12-22
28583,2011-09-22
28584,2015-10-21
28585,2016-01-26
28586,2015-12-04
28587,2015-11-13
28588,2014-04-21
28589,2016-07-19
28590,2015-07-21
28591,2014-07-08
28592,2016-09-02
28593,2015-11-04
28594,2015-04-15
28595,2014-09-29
28596,2014-08-06
28597,2016-05-28
28598,2015-01-01
28599,2016-06-28
28600,2015-01-05
28601,2014-06-06
28602,2012-11-11
28603,2014-07-30
28604,2014-07-30
28605,2014-08-16
28606,2016-06-17
28607,2013-11-29
28608,2015-04-28
28609,2015-02-05
28610,2016-07-02
28611,2016-06-05
28612,2016-04-28
28613,2016-09-06
28614,2015-06-23
28615,2013-12-21
28616,2012-12-02
28617,2015-08-04
28618,2016-09-02
28619,2015-08-13
28620,2016-03-13
28621,2015-12-21
28622,2015-02-25
28623,2016-05-17
28624,2016-01-24
28625,2016-07-29
28626,2016-02-12
28627,2014-01-29
28628,2016-04-23
28629,2016-04-23
28630,2016-03-20
28631,2016-02-15
28632,2014-06-20
28633,2014-05-12
28634,2016-04-22
28635,2013-11-27
28636,2015-03-06
28637,2016-08-05
28638,2013-12-18
28639,2014-11-19
28640,2016-08-20
28641,2014-02-18
28642,2014-02-21
28643,2013-12-09
28644,2015-02-28
28645,2014-09-09
28646,2014-07-25
28647,2015-06-03
28648,2015-11-13
28649,2015-06-01
28650,2013-09-25
28651,2013-09-25
28652,2014-10-31
28653,2016-08-20
28654,2015-12-19
28655,2015-12-19
28656,2014-09-20
28657,2014-09-04
28658,2014-04-07
28659,2013-06-30
28660,2016-05-18
28661,2016-02-08
28662,2016-02-05
28663,2016-01-18
28664,2015-12-03
28665,2015-07-20
28666,2015-07-10
28667,2015-04-18
28668,2014-09-25
28669,2013-11-25
28670,2015-12-11
28671,2015-02-13
28672,2014-07-03
28673,2016-04-20
28674,2014-08-09
28675,2015-05-15
28676,2014-09-11
28677,2014-12-06
28678,2016-07-14
28679,2015-01-22
28680,2016-02-26
28681,2015-02-04
28682,2015-06-08
28683,2014-12-17
28684,2014-11-16
28685,2014-09-29
28686,2014-05-19
28687,2013-12-19
28688,2014-01-23
28689,2014-12-08
28690,2015-04-14
28691,2014-12-06
28692,2014-09-14
28693,2014-06-17
28694,2016-03-06
28695,2015-03-22
28696,2014-01-08
28697,2013-12-24
28698,2016-02-26
28699,2014-12-09
28700,2013-01-04
28701,2015-04-03
28702,2014-01-17
28703,2015-08-19
28704,2016-02-24
28705,2015-06-29
28706,2015-04-10
28707,2014-07-11
28708,2014-01-30
28709,2015-09-03
28710,2016-08-05
28711,2014-09-29
28712,2015-04-01
28713,2015-06-25
28714,2015-05-23
28715,2016-02-13
28716,2016-07-05
28717,2015-11-18
28718,2015-01-05
28719,2014-12-23
28720,2014-05-11
28721,2014-08-10
28722,2015-01-04
28723,2016-08-28
28724,2014-03-01
28725,2014-03-01
28726,2014-02-07
28727,2014-07-12
28728,2013-12-16
28729,2014-12-07
28730,2014-06-28
28731,2014-02-06
28732,2013-12-22
28733,2015-03-12
28734,2015-12-20
28735,2015-04-22
28736,2015-06-10
28737,2015-06-10
28738,2016-07-13
28739,2015-03-29
28740,2014-10-14
28741,2014-01-22
28742,2016-01-17
28743,2016-01-01
28744,2015-01-02
28745,2015-03-01
28746,2015-02-01
28747,2014-12-16
28748,2014-12-01
28749,2016-05-10
28750,2016-06-01
28751,2016-06-30
28752,2014-06-20
28753,2014-08-08
28754,2014-08-08
28755,2014-01-22
28756,2014-01-18
28757,2016-08-23
28758,2016-08-12
28759,2013-12-28
28760,2014-01-27
28761,2015-12-06
28762,2015-11-04
28763,2015-07-31
28764,2015-04-28
28765,2015-06-29
28766,2014-12-27
28767,2014-04-11
28768,2014-01-22
28769,2016-08-09
28770,2016-04-06
28771,2015-10-16
28772,2014-09-08
28773,2016-07-31
28774,2015-12-12
28775,2015-04-14
28776,2014-04-23
28777,2016-09-16
28778,2014-02-15
28779,2013-12-01
28780,2014-02-07
28781,2014-01-21
28782,2013-12-26
28783,2013-12-02
28784,2014-04-01
28785,2013-07-18
28786,2015-02-07
28787,2015-02-20
28788,2014-02-18
28789,2014-06-15
28790,2014-05-16
28791,2015-12-09
28792,2015-01-03
28793,2014-06-08
28794,2014-05-07
28795,2014-04-30
28796,2013-12-02
28797,2014-12-15
28798,2016-05-28
28799,2016-06-27
28800,2016-05-29
28801,2016-05-27
28802,2015-11-24
28803,2016-06-26
28804,2016-08-25
28805,2016-06-17
28806,2015-06-04
28807,2015-06-04
28808,2013-05-28
28809,2014-11-08
28810,2014-06-12
28811,2016-01-06
28812,2015-08-15
28813,2014-12-13
28814,2013-11-28
28815,2014-08-19
28816,2014-05-23
28817,2015-01-31
28818,2015-01-31
28819,2014-02-16
28820,2013-11-14
28821,2016-05-06
28822,2014-08-03
28823,2014-05-20
28824,2015-12-03
28825,2014-10-16
28826,2014-11-19
28827,2014-02-15
28828,2013-12-08
28829,2015-06-21
28830,2014-06-21
28831,2015-12-28
28832,2015-11-30
28833,2015-09-14
28834,2016-01-03
28835,2014-01-12
28836,2013-08-29
28837,2013-07-27
28838,2015-10-05
28839,2015-12-28
28840,2014-07-17
28841,2014-09-17
28842,2014-02-13
28843,2013-06-26
28844,2014-01-20
28845,2013-12-02
28846,2016-01-12
28847,2013-12-19
28848,2015-02-11
28849,2014-06-08
28850,2015-01-08
28851,2014-04-14
28852,2015-05-19
28853,2016-01-03
28854,2013-03-02
28855,2013-03-01
28856,2013-12-19
28857,2014-12-25
28858,2015-09-21
28859,2014-09-25
28860,2016-05-28
28861,2014-02-10
28862,2016-09-11
28863,2015-05-29
28864,2014-09-21
28865,2016-02-13
28866,2014-04-06
28867,2015-06-18
28868,2014-03-23
28869,2014-10-25
28870,2014-03-23
28871,2014-10-25
28872,2016-03-29
28873,2015-12-29
28874,2014-06-22
28875,2016-03-18
28876,2015-02-01
28877,2014-12-09
28878,2014-08-05
28879,2014-04-15
28880,2015-02-04
28881,2014-12-17
28882,2014-07-04
28883,2014-06-25
28884,2014-04-15
28885,2014-02-01
28886,2015-12-05
28887,2014-10-04
28888,2015-12-08
28889,2016-03-11
28890,2015-12-08
28891,2015-11-29
28892,2016-01-17
28893,2015-08-01
28894,2015-05-24
28895,2015-05-24
28896,2014-12-22
28897,2013-12-18
28898,2016-04-14
28899,2016-04-14
28900,2015-12-29
28901,2015-07-14
28902,2014-01-08
28903,2014-12-05
28904,2014-12-05
28905,2014-04-23
28906,2014-12-05
28907,2014-12-05
28908,2014-12-05
28909,2013-09-13
28910,2014-03-31
28911,2014-12-05
28912,2015-05-31
28913,2016-08-18
28914,2014-12-16
28915,2013-12-01
28916,2013-07-17
28917,2014-03-07
28918,2015-06-30
28919,2014-11-08
28920,2013-12-26
28921,2015-03-07
28922,2014-08-17
28923,2015-03-27
28924,2013-12-08
28925,2014-02-06
28926,2015-10-09
28927,2016-04-10
28928,2015-11-07
28929,2013-12-27
28930,2016-04-24
28931,2014-06-28
28932,2014-06-20
28933,2014-06-15
28934,2014-06-15
28935,2013-09-30
28936,2013-09-07
28937,2013-08-14
28938,2013-07-16
28939,2013-07-15
28940,2012-10-19
28941,2015-10-19
28942,2014-01-13
28943,2013-09-07
28944,2015-11-18
28945,2014-12-21
28946,2015-01-11
28947,2015-01-03
28948,2014-11-07
28949,2014-07-22
28950,2014-07-01
28951,2016-04-26
28952,2014-10-18
28953,2014-07-16
28954,2014-08-19
28955,2014-07-01
28956,2014-08-15
28957,2014-06-07
28958,2014-01-01
28959,2013-12-25
28960,2013-12-25
28961,2014-10-28
28962,2015-08-02
28963,2015-06-18
28964,2016-08-27
28965,2015-07-31
28966,2014-11-11
28967,2016-06-27
28968,2014-11-22
28969,2015-03-24
28970,2015-01-09
28971,2014-01-12
28972,2014-10-24
28973,2014-12-20
28974,2015-10-08
28975,2014-01-17
28976,2015-09-20
28977,2015-12-27
28978,2016-05-07
28979,2016-05-03
28980,2014-03-02
28981,2016-06-26
28982,2015-04-05
28983,2014-12-01
28984,2014-02-23
28985,2014-07-15
28986,2014-01-02
28987,2015-01-31
28988,2016-04-29
28989,2015-06-18
28990,2014-10-17
28991,2014-08-28
28992,2014-04-25
28993,2014-04-25
28994,2014-03-09
28995,2013-12-22
28996,2016-07-28
28997,2013-12-08
28998,2016-02-26
28999,2013-12-08
29000,2016-02-26
29001,2016-06-02
29002,2016-05-05
29003,2016-08-29
29004,2016-08-30
29005,2016-04-30
29006,2016-08-17
29007,2016-07-22
29008,2014-06-29
29009,2014-07-18
29010,2016-05-21
29011,2013-04-29
29012,2012-09-08
29013,2014-09-19
29014,2015-07-13
29015,2014-09-11
29016,2014-08-10
29017,2014-07-17
29018,2015-08-25
29019,2014-09-19
29020,2016-02-08
29021,2016-03-30
29022,2015-11-27
29023,2016-02-25
29024,2016-08-13
29025,2016-02-24
29026,2016-03-29
29027,2015-03-19
29028,2016-03-27
29029,2013-11-29
29030,2015-09-17
29031,2014-08-19
29032,2014-01-05
29033,2014-06-23
29034,2012-12-14
29035,2015-11-16
29036,2014-07-04
29037,2014-07-01
29038,2014-05-22
29039,2013-12-26
29040,2013-12-11
29041,2013-12-11
29042,2014-10-12
29043,2014-04-11
29044,2014-08-29
29045,2013-12-12
29046,2015-08-31
29047,2014-07-19
29048,2015-12-14
29049,2016-08-18
29050,2016-01-10
29051,2016-01-10
29052,2013-12-02
29053,2016-03-22
29054,2015-06-13
29055,2016-05-13
29056,2016-06-14
29057,2015-11-24
29058,2016-06-17
29059,2011-12-29
29060,2011-07-03
29061,2011-05-09
29062,2015-07-11
29063,2014-08-24
29064,2014-07-17
29065,2014-07-17
29066,2014-06-05
29067,2014-01-01
29068,2015-08-15
29069,2015-01-01
29070,2015-01-13
29071,2016-07-04
29072,2015-11-03
29073,2015-11-03
29074,2015-02-21
29075,2014-11-30
29076,2015-01-29
29077,2014-08-16
